period,date,method,net_return
confirmation,2015-05-29,equal_weight,-0.00552
confirmation,2015-06-01,localized,0.001609599883057614
confirmation,2015-06-02,localized,-0.0011642835997706165
confirmation,2015-06-03,localized,0.003979968006294822
confirmation,2015-06-04,localized,-0.007927436798670097
confirmation,2015-06-05,localized,-0.004274866420496765
confirmation,2015-06-08,localized,-0.004360571212723854
confirmation,2015-06-09,localized,-2.5295334744106146e-05
confirmation,2015-06-10,localized,0.009799783001644288
confirmation,2015-06-11,localized,0.0028229082038957595
confirmation,2015-06-12,localized,-0.004711792708779835
confirmation,2015-06-15,localized,-0.005581113088007895
confirmation,2015-06-16,localized,0.006665470858182241
confirmation,2015-06-17,localized,0.0034791506715725973
confirmation,2015-06-18,localized,0.012352130721690897
confirmation,2015-06-19,localized,-0.0009145426181078598
confirmation,2015-06-22,localized,0.005072056354144503
confirmation,2015-06-23,localized,0.0014724788166438113
confirmation,2015-06-24,localized,-0.007955128138915205
confirmation,2015-06-25,localized,-0.001087129100593139
confirmation,2015-06-26,localized,0.0012409784982864757
confirmation,2015-06-29,localized,-0.020900719162748188
confirmation,2015-06-30,localized,0.002864313326222196
confirmation,2015-06-01,all_gene,0.0025061012047527696
confirmation,2015-06-02,all_gene,-0.004141601384722954
confirmation,2015-06-03,all_gene,0.002182757287142313
confirmation,2015-06-04,all_gene,-0.006870640658371368
confirmation,2015-06-05,all_gene,0.0016729980581764669
confirmation,2015-06-08,all_gene,-0.003973565502800411
confirmation,2015-06-09,all_gene,-0.0009637579047069409
confirmation,2015-06-10,all_gene,0.011078122959150546
confirmation,2015-06-11,all_gene,0.006305863459268355
confirmation,2015-06-12,all_gene,-0.010734640691891352
confirmation,2015-06-15,all_gene,-0.0026346032814686285
confirmation,2015-06-16,all_gene,0.004395738496991067
