period,method,month,month_return,month_variance,certainty_equivalent
confirmation,localized,2023-10,-0.030849576522049893,7.263702948065705e-05,-0.030958532066270878
confirmation,localized,2023-11,0.05822634815058492,6.85889013755961e-05,0.05812346479852152
confirmation,localized,2023-12,0.04190014564856148,6.554005540437916e-05,0.041801835565454915
confirmation,localized,2024-01,-0.01379667874052315,3.861083336332613e-05,-0.01385459499056814
confirmation,localized,2024-02,0.048505676996003055,4.602040910214044e-05,0.048436646382349846
confirmation,localized,2024-03,0.05409243200787017,2.5964287657590548e-05,0.054053485576383786
confirmation,localized,2024-04,-0.0538206316951958,5.3400691631381924e-05,-0.05390073273264287
confirmation,localized,2024-05,0.03174177873111028,3.35784135270522e-05,0.0316914111108197
confirmation,localized,2024-06,0.027433149001666157,2.8813639140152014e-05,0.027389928542955928
confirmation,localized,2024-07,0.024560221487986533,9.341226780516814e-05,0.02442010308627878
confirmation,localized,2024-08,0.012779245048596177,0.00026911034597624096,0.012375579529631815
confirmation,localized,2024-09,0.030688261303074338,0.0002008423029298207,0.030386997848679608
confirmation,localized,2024-10,-0.0009685253007267747,0.00011441637921199097,-0.001140149869544761
confirmation,localized,2024-11,0.051237061619959556,0.00010740470901434764,0.051075954556438034
confirmation,localized,2024-12,0.009206724697008895,0.0001414140004919804,0.008994603696270923
confirmation,min_variance,2015-01,-0.011989087826648648,0.00010672758139751564,-0.012149179198744921
confirmation,min_variance,2015-02,0.05396665112921406,2.8972555873560072e-05,0.05392319229540372
confirmation,min_variance,2015-03,-0.006195236857055919,6.835810639948713e-05,-0.006297774016655149
confirmation,min_variance,2015-04,-0.007330221877716037,3.130633741510637e-05,-0.007377181383838696
confirmation,min_variance,2015-05,0.01028992577392751,3.597875218261704e-05,0.010235957645653585
confirmation,min_variance,2015-06,-0.012005327224191786,4.486078710155545e-05,-0.01207261840484412
confirmation,min_variance,2015-07,0.03874314235702103,4.8441943291276564e-05,0.03867047944208412
confirmation,min_variance,2015-08,-0.0492927723652129,0.00021914410486981243,-0.04962148852251762
confirmation,min_variance,2015-09,-0.018264971317945466,0.00015810246617560018,-0.018502125017208867
confirmation,min_variance,2015-10,0.05734430475890795,6.242681515671874e-05,0.05725066453617287
confirmation,min_variance,2015-11,0.0043705605515318435,7.196678190989146e-05,0.004262610378667007
confirmation,min_variance,2015-12,-0.0025751113536344183,0.00010243633650050957,-0.0027287658583851826
confirmation,min_variance,2016-01,-0.03520186756793087,0.00016904523203423053,-0.035455435415982214
confirmation,min_variance,2016-02,0.005565742556327136,0.00011220100745950234,0.005397441045137882
confirmation,min_variance,2016-03,0.05886515542329085,2.7870400547437875e-05,0.058823349822469694
confirmation,min_variance,2016-04,0.0004383110844261573,3.946063501200381e-05,0.0003791201319081516
confirmation,min_variance,2016-05,0.007184946092927191,6.451983817753845e-05,0.0070881663356608835
confirmation,min_variance,2016-06,0.01743622670884437,8.286619206316862e-05,0.017311927420749617
confirmation,min_variance,2016-07,0.026352366028598917,2.1250396522013732e-05,0.026320490433815895
confirmation,min_variance,2016-08,-0.009235376505620785,1.4384446405589318e-05,-0.009256953175229168
confirmation,min_variance,2016-09,-0.011994675639026564,8.99548581560983e-05,-0.012129607926260711
confirmation,min_variance,2016-10,-0.027139711788660703,2.2306435332038084e-05,-0.02717317144165876
confirmation,min_variance,2016-11,0.01815545120699258,4.616647779076159e-05,0.018086201490306437
confirmation,min_variance,2016-12,0.013325845873188857,3.235734051126897e-05,0.013277309862421954
confirmation,min_variance,2017-01,0.014216770633500575,1.517769760542004e-05,0.014194004087092446
confirmation,min_variance,2017-02,0.03257242822180251,1.50270446950923e-05,0.03254988765475987
confirmation,min_variance,2017-03,0.0056802794425476755,1.7564943718058228e-05,0.0056539320269705885
confirmation,min_variance,2017-04,0.014424455390789959,1.5662279616496966e-05,0.014400961971365213
confirmation,min_variance,2017-05,0.01509206563804133,1.477182505077673e-05,0.015069907900465165
confirmation,min_variance,2017-06,-0.0019017819227121757,2.5118558803017563e-05,-0.001939459760916702
confirmation,min_variance,2017-07,0.0055228534282409925,1.730453761171199e-05,0.005496896621823425
confirmation,min_variance,2017-08,-0.005644932447294471,2.859183846744195e-05,-0.005687820204995634
confirmation,min_variance,2017-09,0.0248436010709574,8.365211390526655e-06,0.02483105325387161
confirmation,min_variance,2017-10,0.011718616831851048,9.993853471777057e-06,0.011703626051643382
confirmation,min_variance,2017-11,0.043963578531921677,1.888157334183981e-05,0.04393525617190892
confirmation,min_variance,2017-12,0.013624894885549077,1.3071148853404779e-05,0.01360528816226897
confirmation,min_variance,2018-01,0.04970466123529804,3.291913205193629e-05,0.04965528253722014
confirmation,min_variance,2018-02,-0.05220697278094433,0.00023085975796985955,-0.052553262417899115
confirmation,min_variance,2018-03,-0.01640779566067807,0.00010707858558674649,-0.01656841353905819
confirmation,min_variance,2018-04,0.010983430921536419,0.0001233048926478715,0.010798473582564612
confirmation,min_variance,2018-05,0.015257843940980509,3.986478797051632e-05,0.015198046759024735
confirmation,min_variance,2018-06,0.01576319634828338,1.9047136709180708e-05,0.01573462564321961
confirmation,min_variance,2018-07,0.03057223078209992,2.2344452902715092e-05,0.030538714102745845
confirmation,min_variance,2018-08,0.02153757776748022,2.9438278850723082e-05,0.021493420349204137
confirmation,min_variance,2018-09,0.007993153715052381,1.0035636267350594e-05,0.007978100260651355
confirmation,min_variance,2018-10,-0.07103547732766591,0.00014723568329077434,-0.07125633085260207
confirmation,min_variance,2018-11,0.023529150024770074,0.00011793848510439424,0.023352242297113482
confirmation,min_variance,2018-12,-0.09433534110229269,0.000333248009303813,-0.09483521311624842
confirmation,min_variance,2019-01,0.08593762337750777,0.00010673518938983807,0.08577752059342302
confirmation,min_variance,2019-02,0.027547175164678528,2.8595923061283353e-05,0.0275042812800866
confirmation,min_variance,2019-03,0.01663392537897357,5.040005957180199e-05,0.016558325289615865
confirmation,min_variance,2019-04,0.03180531849070145,2.1531397709877686e-05,0.03177302139413663
confirmation,min_variance,2019-05,-0.0720994542219775,6.976006419790342e-05,-0.07220409431827435
confirmation,min_variance,2019-06,0.07083163124584435,3.1930853486245194e-05,0.07078373496561498
confirmation,min_variance,2019-07,0.0010261641762143725,2.120910781275847e-05,0.0009943505144952348
confirmation,min_variance,2019-08,-0.014666779096254356,0.0001785782450967241,-0.014934646463899443
