run,selected_train_mean,selected_test_mean,chosen_filter
481,0.12144322825949819,-0.05898857895544271,38
482,0.1547766545867425,-0.03521574061833216,0
483,0.027347689804858945,0.0016474227046188114,14
484,0.14440589089943395,-0.022690908859555364,6
485,0.09879390832965103,-0.006487646086936218,13
486,0.12937863024423044,-0.012436201584770207,5
487,0.129502235696265,0.15006896670807673,35
488,0.07411574261550319,0.018594426649357818,38
489,0.008156242201451525,-0.000653168686517536,37
490,0.09969139029227836,-0.07407200583070242,18
491,0.17819418971966475,-0.03438455156248933,32
492,0.11002077499124163,-0.008557393090523812,8
493,0.09794699854817311,-0.028992108132346085,30
494,0.04491549789355544,-0.033063743973920576,21
495,0.10165847220940226,-0.06521358628066451,25
496,0.17165940394999799,0.07980507416316089,6
497,0.12446511418262125,0.03206924055117963,21
498,0.13199303775020058,0.0247181017315347,10
499,0.03278493638135802,0.003651063763033743,33
500,0.09735364239574602,0.024135359068498285,19
501,0.07295919032524209,-0.007138970103319905,15
502,0.08251212020297044,-0.04374095673572419,0
503,0.16314300944591614,-0.05539871336924235,14
504,0.10140537969313354,0.05822055252467514,10
505,0.05378968324125791,0.08185392738964183,48
506,0.029873459440543003,-0.07382496663161825,18
507,0.03586622470691615,-0.028308206953906918,10
508,0.22192539347491538,0.06854321369019507,18
509,0.001809911878158921,0.07366113344876042,25
510,0.08835504407445248,-0.12419707143398336,3
511,0.08077628920613618,-0.020100625588682735,42
512,0.07364131505540508,-0.11091347306394288,39
513,0.08495033729807804,0.08034214501446237,15
514,0.0305659684003131,0.11685943057870571,43
515,0.1392045250650122,-0.08160261458279457,27
516,0.09093474746335711,0.06562600009658917,27
517,0.03643348119634674,-0.03751078026982156,22
518,0.14952698325735458,0.025555024398588935,39
519,0.11509749469217852,-0.08702175654296038,1
520,0.06295808610056286,0.11442618503394608,10
521,0.07412812217642456,-0.042543249323096055,25
522,0.16936988174429002,-0.10989925742031713,6
523,0.0995706350340808,0.04220814460370244,42
524,0.24018961050456591,-0.10421780521453229,27
525,0.08819467898773485,-0.023318413858785487,42
526,0.0834869868132155,-0.06704474587597498,47
527,0.0938482718985107,0.028980278852476272,23
528,0.14770693429046744,-0.053621429549051386,34
529,0.08891747197962332,0.10856474656001165,36
530,0.05285573715079571,0.1217989074326043,7
531,0.159797713873162,0.06570953682333898,21
532,0.13938629289337515,-0.02971302616494738,23
533,0.036448436555611446,0.011663618409026192,24
534,0.08117307799869064,0.08092674279015553,20
535,0.0657467402908626,-0.015613866758862201,20
536,0.11213265999521795,0.0062831487834705485,1
537,0.09688121963949822,-0.049694253317754004,5
538,0.10454119498011079,0.005810130524113701,41
539,0.0974200524858414,-0.12905785674885992,11
540,0.21022366558305045,-0.03753664063933672,14
541,0.0805534697070708,0.07052406614589071,38
542,0.15667557906598487,-0.05306005472282286,7
543,0.09098704016722296,-0.08379983608692994,16
544,0.013647540214271121,0.04872975802131482,48
545,0.09152360385123813,-0.047534805632420955,19
546,0.17797532222425794,0.024519734906692597,42
547,0.1253450354814397,0.041471873263712405,5
548,0.11023346042496354,0.035148830934139334,1
549,-0.01669514416360775,-0.023777052910693573,14
550,0.06957354931519706,0.0071228853199034456,5
551,0.06201548803603863,-0.04510861703085817,34
552,0.13910179790104482,0.03465884859019283,42
553,0.07532511895792622,0.014151481478209783,26
554,0.05832228601822792,-0.05169794760122046,32
555,0.13740762180530905,-0.10258071043275735,9
556,0.07183130932475544,0.03530484604803552,29
557,0.12289572385628501,0.030738790829815493,15
558,0.14200244284041405,-0.10233703780623414,19
559,0.10040811281142789,0.07125282037845844,33
560,0.1654392351283592,-0.0017511758596440241,6
561,0.11088875536006036,0.09525394365726317,33
562,0.10782994363384439,-0.04475762635922237,39
563,0.15515387908438372,0.017290029509426392,8
564,0.12626206869162965,0.0015202057664699176,20
565,0.09107960324657677,-0.029749959665885926,32
566,0.14679655360551716,0.10128151276551518,47
567,0.09729583420898104,0.0056492399571504036,29
568,0.035490093942680434,-0.035262301356344894,36
569,0.11621158595340968,-0.025221244480304095,32
570,0.07232519476478314,0.023588390103868356,34
571,0.11752408053063335,-0.10459541736414187,24
572,0.11275405356772163,0.048414007799404066,13
573,0.17065267441978663,0.023394288089800732,25
574,0.09259383737248594,0.00985032742017419,24
575,0.11703328382077004,-0.06995028323998649,39
576,0.1679252246770339,0.08684921116103213,14
577,0.04562728295608864,0.03136689057271624,9
578,0.151969752257646,0.05949856369434727,33
579,0.06342706301177746,-0.04956274862326394,2
580,0.03361050853371199,0.06791048690668125,5
581,0.09111403896250513,-0.10453140796287709,29
582,0.1462720232362764,-0.06073983386349046,45
583,0.1463785183799045,0.0484050323591276,27
584,0.09419935497563522,0.07571728774241857,25
585,0.11401912433542807,-0.08652714603849203,33
586,0.11513254591403516,0.07776485564771576,4
587,0.12173458038715645,-0.12300315159347218,8
588,0.17811371935409953,-0.05852450460917187,48
589,0.19464476241878378,-0.03903711987273962,21
590,0.11525964976606372,0.03725199185043253,6
591,-0.0017129390343767282,0.03439260918824603,42
592,0.07369291260746613,-0.06950345293153629,14
593,0.11257416248748806,-0.08325653640093673,20
594,0.18362725190678983,-0.0468368257933501,20
595,0.11969677279997862,0.04092159341325717,11
596,0.07681571720858303,-0.025475940433471567,35
597,0.1942861988120554,0.023575110031589606,23
598,0.007959022198620248,0.021785208281191945,2
599,0.13560543085202265,0.14617824381115915,38
600,0.1675984272793615,-0.12890802778479998,22
601,0.07221012956736839,0.11438934821701038,45
602,0.1064832881793462,-0.06550969639785954,9
603,0.11649716105855137,-0.11182376843002308,31
604,0.13453535802724312,0.1575766458223128,28
605,-0.01676101249506447,-0.02855317433922911,25
606,0.15312121277518695,0.03589334734541257,18
607,0.10397880901518305,0.057961620465851724,37
608,0.042911317803598664,-0.004103374117995468,30
609,0.09468127747812156,-0.10086971431965605,25
610,0.0684626501957527,-0.006856211448294224,39
611,0.013254155557295658,0.02449727287212128,16
612,0.13225160618037862,-0.09927718839953234,18
