seed,family,method,full_return,early_return,annual_volatility,annual_es_5,annual_turnover,genome_diversity,phenotype_diversity,evaluated_candidates,reserve_floor_margin
30004,correlation_flip,evolution,0.002520348296035438,-0.039434044150899246,0.0915258672449908,2.95037064559437,58.2881078217952,0.2094019851097232,0.03086103467988982,576,
30004,correlation_flip,random,0.023719003029166096,0.009656940847912007,0.09095792070916812,2.76001465043856,30.461368441317404,0.8728034683253076,0.21467051856424624,576,
30004,correlation_flip,hybrid_quality,0.021231390337761648,0.008098648939148433,0.1031312059845972,3.0910151213556394,40.22296331516694,0.5580780093835663,0.18164035063528491,576,
30004,correlation_flip,hybrid_diverse,-0.021130166846893207,-0.043402894667016766,0.08963915750155335,2.9491712998967072,50.08099210028632,0.9501637739437828,0.3015632291875404,576,0.0010465837623270247
30005,correlation_flip,evolution,-0.0005030022774176052,0.0008163034271234338,0.07651568664067333,2.8845858228706374,10.018081801865375,0.2388312313572356,0.03966934514364173,576,
30005,correlation_flip,random,-0.006545262635327911,0.0198545549937262,0.07817215593838497,3.066406864626664,9.224222548681889,0.9143836707610745,0.19167585051320188,576,
30005,correlation_flip,hybrid_quality,-0.015762413281089353,0.004564948073838074,0.08362601279096267,3.3510918783713195,10.984822295092489,0.8367356338481415,0.14513138527144567,576,
30005,correlation_flip,hybrid_diverse,0.006316669990659539,0.013846846137643972,0.08048970603827768,3.1345248892641266,7.820023076311062,0.9264934115276516,0.08200835769928767,576,0.007580854192809797
30006,correlation_flip,evolution,0.08339678056474499,0.01693646948617911,0.09906913107281473,3.351882351817956,23.134787571371593,0.21266275916212582,0.026103907187704393,576,
30006,correlation_flip,random,0.0802687517599301,0.01995999693636731,0.09170372248434289,3.1265780851899128,21.485020549294283,0.8863248952936009,0.20376455202418614,576,
30006,correlation_flip,hybrid_quality,0.07239785611803629,0.009830494674763025,0.0977233075121996,3.3030931148601206,21.98702121150041,0.6734544141956834,0.2014296944541314,576,
30006,correlation_flip,hybrid_diverse,0.10114903255217064,0.014988926378836025,0.09429024330570228,3.2359744878791346,23.542745388775973,0.6954912587160279,0.20268104351677918,576,0.002500919594887536
30007,correlation_flip,evolution,0.023854396512074848,-0.0179227150698928,0.06822191821620052,2.5570220006114783,43.83324796576938,0.2508023046659683,0.028575242461245064,576,
30007,correlation_flip,random,0.024418151774155288,-0.030638785689528974,0.08439493617808042,2.764772105278214,29.700848019468136,0.708185763418307,0.3319905772135206,576,
30007,correlation_flip,hybrid_quality,0.0674351416545471,-0.0008252315885326537,0.08751364619500643,2.7059553985657274,22.895969242504005,0.28365414986872367,0.089623747047649,576,
30007,correlation_flip,hybrid_diverse,0.03676190443593071,0.001746551573182445,0.06759348539353487,2.3535827214224496,26.014392439032267,0.3903936691506371,0.13963217894566152,576,0.0003214163986262064
30008,correlation_flip,evolution,-0.061907605656503106,-0.05134802676743628,0.0756325639674878,2.683862009959017,13.461307840915255,0.2001620223611319,0.02045057136802117,576,
30008,correlation_flip,random,-0.07941007779039626,-0.05123873262757996,0.09204016118378593,3.172926279124512,22.4105399179867,0.7865255600150436,0.19215253698426016,576,
30008,correlation_flip,hybrid_quality,-0.11759775461574522,-0.0832726190352749,0.10189040942781356,3.62231048026101,24.149751731967918,0.3150234329428573,0.11326306524550764,576,
30008,correlation_flip,hybrid_diverse,-0.09878725558822182,-0.06558424314847466,0.0761096868678964,2.706266814813665,25.281274962862696,0.6183857741753134,0.1868571005355637,576,0.0015243509675905154
30009,correlation_flip,evolution,-0.09348877495866764,-0.06878168244466128,0.0937109115055209,3.4395482768102217,48.86871133352376,0.27585948172607266,0.14693695729270972,576,
30009,correlation_flip,random,-0.04809290247387778,-0.025671987325101803,0.06918459230776164,2.694716223371907,28.59425658233021,0.7348803297482668,0.2633308662407756,576,
30009,correlation_flip,hybrid_quality,-0.055710434222133454,-0.053719690383567865,0.06982637881689284,2.575662400306827,36.369291209532314,0.5305802088856484,0.1420573424827673,576,
30009,correlation_flip,hybrid_diverse,-0.054505930037286945,-0.037966303900127694,0.0649712807134588,2.6572066515020385,34.04866571474377,0.15345543238230078,0.10903193591988863,576,0.0001958927158795254
30010,correlation_flip,evolution,0.014714727862508738,-0.02443905530970146,0.06233803225248505,2.0994200847205358,14.0720778368067,0.16675070643586448,0.038616490814155004,576,
